,Description,URL,GameName
244,"Discover a new breed of Action-RPG game powered by an enhanced version of the Source™ Engine by Valve. Set in the Might & Magic® universe, players will experience ferocious combat in a dark and immersive fantasy environment. Swords, Stealth, Sorcery. Choose your way to kill.",https://store.steampowered.com/app/2100/Dark_Messiah_of_Might__Magic/,Dark Messiah of Might & Magic Single Player
245,"Darkest Dungeon is a challenging gothic roguelike turn-based RPG about the psychological stresses of adventuring. Recruit, train, and lead a team of flawed heroes against unimaginable horrors, stress, disease, and the ever-encroaching dark. Can you keep your heroes together when all hope is lost?",https://store.steampowered.com/app/262060/Darkest_Dungeon/,Darkest Dungeon®
246,"Return to an apocalyptic Earth in Darksiders III, a hack-n-slash Action Adventure where players assume the role of FURY in her quest to hunt down and dispose of the Seven Deadly Sins. The most enigmatic of the Four Horsemen, FURY must bring balance to the forces that now ravage Earth.",https://store.steampowered.com/app/606280/Darksiders_III/,Darksiders
247,"The ultimate DARKSIDERS II experience! 1080p native resolution. Reworked and tuned game balancing and loot distribution. Improved Graphic Render Engine for even higher visual quality, lighting and shadows. Improved and reworked level, character and environment graphics.",https://store.steampowered.com/app/388410/Darksiders_II_Deathinitive_Edition/,Darksiders II Deathinitive Edition
248,"Deceived by the forces of evil into prematurely bringing about the end of the world, War – the first Horseman of the Apocalypse – stands accused of breaking the sacred law by inciting a war between Heaven and Hell.",https://store.steampowered.com/app/462780/Darksiders_Warmastered_Edition/,Darksiders Warmastered Edition
249,"Enlist in an intense brand of Axis vs. Allied teamplay set in the WWII European Theatre of Operations. Players assume the role of light/assault/heavy infantry, sniper or machine-gunner class, each with a unique arsenal of historical weaponry at their disposal. Missions are based on key historical operations.",https://store.steampowered.com/app/30/Day_of_Defeat/,Day of Defeat
250,Valve's WWII Multiplayer Classic - Now available for Mac.,https://store.steampowered.com/app/300/Day_of_Defeat_Source/,Day of Defeat: Source
251,"Originally released by LucasArts in 1993 as a sequel to Ron Gilbert’s ground breaking Maniac Mansion, Day of the Tentacle is back in a remastered edition that features all new hand-drawn, high resolution artwork, with remastered audio, music and sound effects.",https://store.steampowered.com/app/388210/Day_of_the_Tentacle_Remastered/,Day of the Tentacle Remastered
252,"Dead by Daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught and killed.",https://store.steampowered.com/app/381210/Dead_by_Daylight/,Daylight
253,"Quilly was abducted by aliens, now, he has to fight for his freedom! Destroy cube aliens with guns, bats and inteligence... avoid traps and more. Dead Bits is a first-person shooter with original dubstep soundtrack for Windows and Mac.",https://store.steampowered.com/app/303390/Dead_Bits/,Dead Bits
254,"DEAD OR ALIVE 6 is fast-paced 3D fighting game, produced by Koei Tecmo Games, featuring stunning graphics and multi-tiered stages that create a truly entertaining competitive experience.",https://store.steampowered.com/app/838380/DEAD_OR_ALIVE_6/,Dead Effect
255,"Welcome to the zombie apocalypse experience of a lifetime – and now more beautiful than ever. Caught in the midst of an epic zombie outbreak on the tropical island of Banoi, your only thought is: Survive!",https://store.steampowered.com/app/383150/Dead_Island_Definitive_Edition/,Dead Island Definitive Edition
256,"A toxic waste spill finds its way into the water supply, causing the recently deceased to rise from their graves. Now it's up to you to blast your way through the hordes of undead if you're going to escape the city. On the way to your rescue, you'll search stores and houses for supplies, and trade with other survivors.",https://store.steampowered.com/app/222980/Dead_Pixels/,Dead Pixels
257,"Explore the zombie-infested city of Los Perdidos, and find a way to escape before a military strike wipes the entire city, and everyone in it, off the map.",https://store.steampowered.com/app/265550/Dead_Rising_3_Apocalypse_Edition/,Dead Rising
258,"The sequel to the million-plus selling Dead Rising, Dead Rising 2 takes the zombie survival horror to Fortune City, America’s latest and greatest entertainment playground.",https://store.steampowered.com/app/45740/Dead_Rising_2/,Dead Rising 2
259,You are Frank West – photojournalist and original hero of the Dead Rising Willamette incident – taking center stage experiencing the re-imagined Fortune City outbreak.,https://store.steampowered.com/app/45770/Dead_Rising_2_Off_the_Record/,Dead Rising 2: Off the Record
260,"Explore the zombie-infested city of Los Perdidos, and find a way to escape before a military strike wipes the entire city, and everyone in it, off the map.",https://store.steampowered.com/app/265550/Dead_Rising_3_Apocalypse_Edition/,Dead Rising 3
261,"Deep Rock Galactic is a 1-4 player co-op FPS featuring badass space Dwarves, 100% destructible environments, procedurally-generated caves, and endless hordes of alien monsters.",https://store.steampowered.com/app/548430/Deep_Rock_Galactic/,Dead Space
262,"Three years after the Necromorph infestation aboard the USS Ishimura, Isaac Clarke awakens from a coma, confused, disoriented, and on a space station called The Sprawl. Explore this world and its zero-g environments to discover the truth about the Unitology and its role in the Necromorph epidemic.",https://store.steampowered.com/app/47780/Dead_Space_2/,Dead Space 2
263,"Dead State is a narrative-driven survival RPG set at the dawn of the undead apocalypse. Drawing inspiration from classic RPGs like Fallout, X-Com, and Suikoden, Dead State combines strategic, turn-based combat with base building mechanics, character creation, and social management.",https://store.steampowered.com/app/239840/Dead_State_Reanimated/,Dead State
264,"Dead by Daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught and killed.",https://store.steampowered.com/app/381210/Dead_by_Daylight/,Dead by Daylight
265,The free version of the final word in fighting entertainment - DEAD OR ALIVE 5 Last Round!,https://store.steampowered.com/app/311730/DEAD_OR_ALIVE_5_Last_Round_Core_Fighters/,Dead or Alive 5 Last Round
266,“Probably the best downloadable title on the market right now.” 9/10 – Eurogamer.se,https://store.steampowered.com/app/211400/Deadlight/,Deadlight
267,"Can you survive the horror? … a retro-style survival horror game developed by the two-man indie team of Gonzossm and Iggy Zuk. Survive 30 days and nights in a zombie-infested world by recruiting companions, upgrading weaponry and fortifying your position.",https://store.steampowered.com/app/264730/Deadly_30/,Deadly 30
268,"Play as special agent Francis York Morgan in this open-world action-adventure as you solve the case of the Red Seed Murders and survive in a small, quirky American mountain town where supernatural creatures and a mysterious raincoat-clad, axe-wielding killer seek to end his investigation for good.",https://store.steampowered.com/app/247660/Deadly_Premonition_The_Directors_Cut/,Deadly Premonition: The Director's Cut
269,"LEGO® Marvel™ Super Heroes features an original story crossing the entire Marvel Universe. Players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world.",https://store.steampowered.com/app/249130/LEGO_Marvel_Super_Heroes/,Deadpool
270,Begin a journey through one of the most original first-person games of recent years.,https://store.steampowered.com/app/203810/Dear_Esther/,Dear Esther
271,"Defender's Quest is a Tower-Defense/RPG Hybrid tightly focuses on three things: tactical depth, customization, and story",https://store.steampowered.com/app/218410/Defenders_Quest_Valley_of_the_Forgotten_DX_edition/,Defender's Quest: Valley of the Forgotten
272,"Defense Grid: The Awakening is a unique spin on tower defense gameplay that will appeal to players of all skill levels. A horde of enemies is invading, and it's up to the player to stop them by strategically building fortification towers around their base.",https://store.steampowered.com/app/18500/Defense_Grid_The_Awakening/,Defense Grid: The Awakening
273,"Have you ever wanted to be president? or prime-minister? Convinced you could do a better job of running the country? Let's face it, you could hardly do a worse job than our current political leaders. Crime, Unemployment, National Debt, Terrorism, Climate Change...",https://store.steampowered.com/app/245470/Democracy_3/,Democracy 3
274,"In Deponia, the world has degenerated into a vast garbage dump, in which the crotchety Rufus ekes out his sorry existence.",https://store.steampowered.com/app/214340/Deponia/,Deponia
275,"Junk, junk and even more junk. Life on the trash-planet Deponia is anything but a walk in the park. No surprise that Rufus had enough of that and hatches one ludicrous plan after the other to escape this bleak place.",https://store.steampowered.com/app/292910/Deponia_The_Complete_Journey/,Deponia: The Complete Journey
276,"Depression Quest is an interactive fiction game where you play as someone living with depression. You are given a series of everyday life events and have to attempt to manage your illness, relationships, job, and possible treatment.",https://store.steampowered.com/app/270170/Depression_Quest/,Depression Quest
277,,https://store.steampowered.com/app/1253920/Rogue_Legacy_2/,Depth
278,"Each step into the unknown heals you and reveals new obstacles as you guide fresh heros to glorious retirement or ignominious death. Master tactical spells, appease ancient gods and get rich through taxidermy in this award-winning quick-play puzzle-roguelike.",https://store.steampowered.com/app/226620/Desktop_Dungeons/,Desktop Dungeons
279,"Jabberwock Island—You and your classmates were ready for fun in the sun until Monokuma returned to restart his murderous game! Trapped in a kill-or-be-killed situation, your only hope rests in solving the island’s mysteries.",https://store.steampowered.com/app/413420/Danganronpa_2_Goodbye_Despair/,Despair
280,"Pilot your ship in the seamless open world made of space, planets, and more. Find new ships and equipment, find allies and beat all the enemies in this open source space shooter!",https://store.steampowered.com/app/342980/Destination_Sol/,Destination Sol
281,"Detective Grimoire has been called to investigate a murder. The owner of a small tourist attraction, found deep within the heart of the marshes, seemingly killed by the very mythical creature his attraction is based around...",https://store.steampowered.com/app/272600/Detective_Grimoire/,Detective Grimoire
282,"You play Adam Jensen, an ex-SWAT specialist who's been handpicked to oversee the defensive needs of one of America's most experimental biotechnology firms. Your job is to safeguard company secrets, but when a black ops team breaks in and kills the very scientists you were hired to protect, everything you thought you knew about your job...",https://store.steampowered.com/app/238010/Deus_Ex_Human_Revolution__Directors_Cut/,Deus Ex: Human Revolution - Director's Cut
283,"Now an experienced covert operative, Adam Jensen is forced to operate in a world that has grown to despise his kind. Armed with a new arsenal of state-of-the-art weapons and augmentations, he must choose the right approach, along with who to trust, in order to unravel a vast worldwide conspiracy.",https://store.steampowered.com/app/337000/Deus_Ex_Mankind_Divided/,Deus Ex: Mankind Divided™
284,"OVERVIEW:Deus Ex: The Fall is set in 2027– a golden era for science, technology and human augmentation, but also a time of great social divide and global conspiracy. Powerful corporations have seized control from governments and command the drug supply needed by augmented humans to survive.",https://store.steampowered.com/app/258180/Deus_Ex_The_Fall/,Deus Ex: The Fall
285,"With your final build missing, and only till the end of the night to publish his game, Warren must take up the difficult adventure to make a new build before the end of the night through whatever means necessary. Join Warren's quest to publish his title before the end of the night and become an indie dev.",https://store.steampowered.com/app/351800/Dev_Guy/,Dev Guy
286,"Devil Daggers is a fast-paced shooter that places you in an abyssal arena to face endless legions of demons. Armed with versatile magic daggers and a fluid movement system, fight to survive as long as you can.",https://store.steampowered.com/app/422970/Devil_Daggers/,Devil Daggers
287,"Dante's past is now revealed as Devil May Cry returns to its roots. Master Dante's multiple fighting styles while battling never before seen demons and new characters as you fight your way towards a brutal confrontation with Dante's mysterious twin brother, Vergil.",https://store.steampowered.com/app/6550/Devil_May_Cry_3_Special_Edition/,Devil May Cry 3: Special Edition
288,"The ultimate Devil Hunter is back in style, in the game action fans have been waiting for.",https://store.steampowered.com/app/601150/Devil_May_Cry_5/,Devil May Cry 4
289,"The smash-hit stylish action game DMC4 is back and better than ever, boasting new playable characters and game modes!",https://store.steampowered.com/app/329050/Devil_May_Cry_4_Special_Edition/,Devil May Cry 4 Special Edition
290,,https://store.steampowered.com/search/?term=Devilian,Devilian
291,"DiRT Rally is the most authentic and thrilling rally game ever made, road-tested over 80 million miles by the DiRT community. It perfectly captures that white knuckle feeling of racing on the edge as you hurtle along dangerous roads, knowing that one crash could irreparably harm your stage time.",https://store.steampowered.com/app/310560/DiRT_Rally/,DiRT Rally
292,This content requires the base game Gas Guzzlers Extreme on Steam in order to play.,https://store.steampowered.com/app/277820/Gas_Guzzlers_Extreme_Full_Metal_Frenzy/,DiRT Showdown
293,Sanbox multiplayer building game with additional game mods,https://store.steampowered.com/app/278970/Digger_Online/,DiggerOnline
294,Broken Spell 2 is an ARPG game. You will fight in blood with cruel and ferocious warlock and sorcerers for saving pretty girls.,https://store.steampowered.com/app/1197440/Broken_Spell_2/,Digimon Masters Online
295,"Julian Luxemburg has prepared a dinner for two at his place – but things go awry when the date does not show up and he is left waiting at his dinner table, the clock’s ticking growing unbearably loud. „Dinner Date” is the character portrait of Julian: by becoming his subconsciousness you gain a clear vantage point on the worries which...",https://store.steampowered.com/app/94000/Dinner_Date/,Dinner Date
296,"Frantic, multiplayer action involving Nazis and dinosaurs! What are you waiting for? This is World War II as it should have been!",https://store.steampowered.com/app/70000/Dino_DDay/,Dino D-Day
297,Dinosaur Hunt is an intense action shooter that will take you on an epic journey of hunting the world’s most horrifying animals!,https://store.steampowered.com/app/401190/Dinosaur_Hunt/,Dinosaur Hunt
298,Work together or die alone! Fight to restore peace to London or tear it down for profit in the most challenging team based shooter around.,https://store.steampowered.com/app/333930/Dirty_Bomb/,Dirty Bomb
299,"The hotheaded Laharl seeks to be the next big Overlord in the Netherworld...and will destroy anyone that gets in his way! With his devious vassal Etna and the angel trainee Flonne as his unlikely allies, he must battle his way to supremacy and retake the throne in this over-the-top RPG adventure!",https://store.steampowered.com/app/405900/Disgaea_PC/,Disgaea PC
300,"Dishonored is an immersive first-person action game that casts you as a supernatural assassin driven by revenge. With Dishonored’s flexible combat system, creatively eliminate your targets as you combine the supernatural abilities, weapons and unusual gadgets at your disposal.",https://store.steampowered.com/app/205100/Dishonored/,Dishonored
301,"Reprise your role as a supernatural assassin in Dishonored 2. Declared a “masterpiece” by Eurogamer and hailed “a must-play revenge tale” by Game Informer, Dishonored 2 is the follow up to Arkane’s 1st-person action blockbuster & winner of 100+ 'Game of the Year' awards, Dishonored.",https://store.steampowered.com/app/403640/Dishonored_2/,Dishonored 2
302,"Distant Worlds is a vast, pausable real-time 4X space strategy game. Experience the full depth and detail of turn-based strategy, but with the simplicity and ease of real-time, and on the scale of a massively-multiplayer online game.  ",https://store.steampowered.com/app/261470/Distant_Worlds_Universe/,Distant Worlds: Universe
303,Divekick is the world’s first two-button fighting game. It distills the essence of the fighting game genre into just two buttons with no d-pad directional movement. Includes two extra playable characters: Fencer from Nidhogg and Johnny Gat from Saints Row!,https://store.steampowered.com/app/244730/Divekick/,Divekick
304,"Dragons: they have been hunted, they have been slain, but now the hour to strike back has come.",https://store.steampowered.com/app/219780/Divinity_II_Developers_Cut/,Divinity II: Developer's Cut
305,"You are the Dragon Commander. Your mission it is to reunite a broken empire and become the new emperor. Success depends entirely on your ability to efficiently rule your empire, build invincible armies and lead them to victory.",https://store.steampowered.com/app/243950/Divinity_Dragon_Commander/,Divinity: Dragon Commander
306,"Gather your party and get ready for a new, back-to-the-roots RPG adventure! Discuss your decisions with companions; fight foes in turn-based combat; explore an open world and interact with everything and everyone you see. Join up with a friend to play online in co-op and make your own adventures with the powerful RPG toolkit.",https://store.steampowered.com/app/230230/Divinity_Original_Sin_Classic/,Divinity: Original Sin (Classic)
307,"Gather your party and get ready for the kick-ass new version of GameSpot's PC Game of the Year 2014. With hours of new content, new game modes, full voiceovers, split-screen multiplayer, and thousands of improvements, there's never been a better time to explore the epic world of Rivellon!",https://store.steampowered.com/app/373420/Divinity_Original_Sin__Enhanced_Edition/,Divinity: Original Sin Enhanced Edition
308,"In this retelling of Dante's origin story which is set against a contemporary backdrop, DmC Devil May Cry™ retains the stylish action.",https://store.steampowered.com/app/220440/DmC_Devil_May_Cry/,DmC Devil May Cry
309,You are a God! You are master and ruler of a loyal nation. You have unimaginable powers at your disposal. You have claimed this world as yours. But there are others who stand in your way. You must defeat and destroy these pretenders. Only then can you ascend to godhood and become the new Pantokrator.,https://store.steampowered.com/app/259060/Dominions_4_Thrones_of_Ascension/,Dominions 4
310,"Fight, Farm, Build and Explore Together in the standalone multiplayer expansion to the uncompromising wilderness survival game, Don't Starve.",https://store.steampowered.com/app/322330/Dont_Starve_Together/,Don't Starve
311,"Fight, Farm, Build and Explore Together in the standalone multiplayer expansion to the uncompromising wilderness survival game, Don't Starve.",https://store.steampowered.com/app/322330/Dont_Starve_Together/,Don't Starve Together
312,"Every day, millions of players worldwide enter battle as one of over a hundred Dota heroes. And no matter if it's their 10th hour of play or 1,000th, there's always something new to discover. With regular updates that ensure a constant evolution of gameplay, features, and heroes, Dota 2 has taken on a life of its own.",https://store.steampowered.com/app/570/Dota_2/,Dota 2
313,"Double Action is a free stylish multiplayer game about diving, flipping, and sliding your way into action movie mayhem.",https://store.steampowered.com/app/317360/Double_Action_Boogaloo/,Double Action: Boogaloo
314,"BRO-TACULAR! Legendary martial artists, Billy and Jimmy Lee return in this creative re-imagining of the classic beat ‘em up, Double Dragon Neon. Fight your way through countless henchmen including Linda and Abobo on your way to rescue the love of your life, Marian!",https://store.steampowered.com/app/252350/Double_Dragon_Neon/,Double Dragon Neon
315,"ONE PIECE: PIRATE WARRIORS 4 is the latest evolution of PIRATE WARRIORS action! Based on the concept of ""experiencing a real ONE PIECE battlefield,"" buildings will come crashing down during the action and attacks will throw up smoke and dust, placing you in the thick of the ONE PIECE world!",https://store.steampowered.com/app/1089090/ONE_PIECE_PIRATE_WARRIORS_4/,Down To One
316,Downwell is a curious game about a young person venturing down a well in search of untold treasures with only his Gunboots to protect him.,https://store.steampowered.com/app/360740/Downwell/,Downwell
317,"A 15 minute heist game by Crows Crows Crows & Directed by William Pugh (The Stanley Parable). Slip into the soft-soled shoes of the mastermind responsible for the greatest heist- oh god I can’t do this any more, i’m joining the strike. good luck writing the steam description. -tina",https://store.steampowered.com/app/409160/Dr_Langeskov_The_Tiger_and_The_Terribly_Cursed_Emerald_A_Whirlwind_Heist/,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist"
318,"When history tells the story of the Fifth Blight, what will be said about the hero who turned the tide against the darkspawn? Determine your legacy and fight for Thedas as a noble dwarf, an elf far from home, a mage apprentice, or a customized hero of your own design.",https://store.steampowered.com/app/17450/Dragon_Age_Origins/,Dragon Age: Origins
319,"Dragon Age: Origins - Ultimate Edition includes Dragon Age: Origins, Dragon Age: Origins - Awakening and all nine content packs.",https://store.steampowered.com/app/47810/Dragon_Age_Origins__Ultimate_Edition/,Dragon Age: Origins - Ultimate Edition
320,"Dive into blazingly fast combat action with visually stunning skills in a world caught in the wake of ancient dragons and waiting for the ancient Prophet to discover her powers. Immerse in an epic story with classic MMORPG and role-playing elements paired with a unique, console-like third-person perspective.",https://store.steampowered.com/app/258700/Dragon_Nest_Europe/,Dragon Nest Europe
321,"Set in a huge open world, Dragon’s Dogma: Dark Arisen presents a rewarding action combat experience.",https://store.steampowered.com/app/367500/Dragons_Dogma_Dark_Arisen/,Dragon's Dogma: Dark Arisen
322,"Dragons and Titans is a fast paced MOBA with classic RPG elements. Select from over 30 unique dragons and 30 legendary weapons. Upgrade dragons and forge weapons to unlock more power. Free your Titan in 5v5 PvP battles across 3 different map types or play in ‘Adventure Mode’, traveling across different regions and unlocking rewards.",https://store.steampowered.com/app/263500/Dragons_and_Titans/,Dragons and Titans
323,"DreadOut is a third person supernatural horror game where you play as Linda, a high school student trapped in an old abandoned town. Equipped with her trusty smart-phone, she will battle against terrifying encounters and solve mysterious puzzles which will ultimately determine her fate.",https://store.steampowered.com/app/269790/DreadOut/,DreadOut
324,"The Final Cut is the ultimate collector's edition of Dreamfall Chapters, a story-driven 3D adventure about choice and consequence, set in parallel worlds: a cyberpunk vision of the future and a magical fantasy realm.",https://store.steampowered.com/app/237850/Dreamfall_Chapters/,Dreamfall Chapters
325,"Racing Game about Illegal Night Street Racing! Nice Cars and Advanced Engine Tuning! Most Realistic and Best Physics! Most Quality Graphics! Drive the Large Japan Highway with traffic! Feel the Real experience, try to drift with car cockpit camera!",https://store.steampowered.com/app/412880/Drift_Streets_Japan/,Drift Streets Japan
326,"Dropsy is a non-traditional take on the classic point and click adventure formula starring the game’s perpetually carefree namesake clown as he explores a richly detailed world full of colorful characters and sinister secrets, doling out hugs along the way.",https://store.steampowered.com/app/274350/Dropsy/,Dropsy
327,"Enter the futuristic year of 1984, an age where ducks run wild in a frantic battle for glory. Blast your friends with Shotguns, Net Guns, Mind Control Rays, Saxophones, Magnet Guns, and much, much more. This is DUCK GAME. Don't blink.",https://store.steampowered.com/app/312530/Duck_Game/,Duck Game
328,"DuckTales: Remastered is a beautiful hand-crafted reimagining of one of the most cherished 8-bit titles of all time. Go back to one of the golden ages of gaming, now refined with a level of detail that will please the most hardened devoted Disney or retro Capcom fan alike.",https://store.steampowered.com/app/237630/DuckTales_Remastered/,DuckTales Remastered
329,"The King arrives with an arsenal of over-the-top weapons, giant explosions and pure unadulterated fun!",https://store.steampowered.com/app/57900/Duke_Nukem_Forever/,Duke Nukem Forever
330,"Dungeon Defenders II is a cooperative Action Tower Defense game packed with roleplaying elements like loot, leveling, and pets.",https://store.steampowered.com/app/236110/Dungeon_Defenders_II/,Dungeon Defenders
331,"Dungeon Defenders II is a cooperative Action Tower Defense game packed with roleplaying elements like loot, leveling, and pets.",https://store.steampowered.com/app/236110/Dungeon_Defenders_II/,Dungeon Defenders Eternity
332,"Get ready for the ultimate brawl! Dungeon Fighter Online is a classic beat-em up 2D action game with an epic storyline and RPG elements! Choose from 14 diverse classes, and unravel ancient mysteries as you punch, slash, shoot, or summon your way to victory!",https://store.steampowered.com/app/495910/Dungeon_Fighter_Online/,Dungeon Fighter Online
333,Fight hordes of dangerous creatures in a mystical fantasy world.,https://store.steampowered.com/app/901638/Dungeon_Siege_III/,Dungeon Siege III
334,A mysterious story of a mysterious dream ... This is a story about one of the adventures Sophie the Alchemist had after she left her hometown of Kirchen Bell.,https://store.steampowered.com/app/1621310/Atelier_Sophie_2_The_Alchemist_of_the_Mysterious_Dream/,Dungeon of the ENDLESS™
335,"Star Vikings Forever is a humorous Puzzle/RPG developed by the award-winning creators of Chroma Squad, Dungeonland, and Relic Hunters Zero.",https://store.steampowered.com/app/488960/Star_Vikings_Forever/,Dungeonland
336,Enter a world of danger and adventure with Dungeons & Dragons Online® based on the beloved RPG that started it all.,https://store.steampowered.com/app/206480/Dungeons__Dragons_Online/,Dungeons & Dragons Online®
337,"Fight your way through an exciting action-adventure game, inspired by classic dungeon crawlers and set in the Minecraft universe!",https://store.steampowered.com/app/1672970/Minecraft_Dungeons/,Dungeons 2
338,"Immerse yourself in a gorgeous hand-painted world on a search for your true identity. As the mysterious warrior, Dust, your action-packed journey will take you from peaceful glades to snowy mountaintops and beyond.",https://store.steampowered.com/app/236090/Dust_An_Elysian_Tail/,Dust: An Elysian Tail
339,Take control of a nimble janitor to rid the world of dust and debris.,https://store.steampowered.com/app/65300/Dustforce_DX/,Dustforce
340,"Dwarfs!? is an addictive, fast paced arcade-like experience, with plenty of difficulty levels and game modes, in the tradition of great games such as “Lemmings” and “Dwarf Fortress”.",https://store.steampowered.com/app/213650/Dwarfs__F2P/,Dwarfs F2P
341,"First-person action survival game set in a post-apocalyptic open world overrun by flesh-hungry zombies. Roam a city devastated by a mysterious virus epidemic. Scavenge for supplies, craft weapons, and face hordes of the infected.",https://store.steampowered.com/app/239140/Dying_Light/,Dying Light
342,"From Dischan Media, creators of the highly acclaimed Juniper's Knot, comes Dysfunctional Systems: Learning to Manage Chaos.Dysfunctional Systems is a visual novel series featuring Winter Harrison, a student mediator from a utopian world. Learning to Manage Chaos is the first entry in the series.What is a mediator?",https://store.steampowered.com/app/248800/Dysfunctional_Systems_Learning_to_Manage_Chaos/,Dysfunctional Systems: Learning to Manage Chaos
343,"In a dark Cyberpunk world, you (and up to 3 friends) wage war against the all-powerful Federation in this Source-powered FPS/RPG.",https://store.steampowered.com/app/91700/EYE_Divine_Cybermancy/,E.Y.E: Divine Cybermancy
344,"It's a fight for the future of the planet between the Ravagers, a merciless swarm of alien invaders, and the Earth Defense Force (EDF) in this third-person shooter.Play as four different classes in over 80 missions with a range of 800 weapons at your disposal.Co-op play supported.",https://store.steampowered.com/app/410320/EARTH_DEFENSE_FORCE_41_The_Shadow_of_New_Despair/,EARTH DEFENSE FORCE 4.1  The Shadow of New Despair
345,"Black Desert is a sandbox, living-world MMORPG. Experience fast-paced, action-packed combat, hunt monsters and huge bosses, fight with friends in a guild to siege nodes and conquer castles, train your life skills such as fishing, trading, crafting, cooking, and much more!",https://store.steampowered.com/app/582660/Black_Desert/,EDGE
346,Endless Legend is a 4X turn-based fantasy strategy game by the creators of Endless Space and Dungeon of the Endless. Control every aspect of your civilization as you struggle to save your homeworld Auriga. Create your own Legend!,https://store.steampowered.com/app/289130/ENDLESS_Legend/,ENDLESS™ Legend
347,"Endless Space is a turn-based 4X strategy game, covering the space colonization age in the Endless universe, where you can control every aspect of your civilization as you strive for galactic domination.",https://store.steampowered.com/app/208140/ENDLESS_Space__Definitive_Edition/,ENDLESS™ Space - Definitive Edition
348,"Follow a gripping, surprise-filled journey as two dissimilar characters form an uneasy partnership in order to survive through a perilous, post-apocalyptic America. 150 years in the future, war and destruction have left the world in ruins with few humans remaining and nature having reclaimed the world.",https://store.steampowered.com/app/245280/ENSLAVED_Odyssey_to_the_West_Premium_Edition/,ENSLAVED™: Odyssey to the West™ Premium Edition
349,"EVE Online is a free-to-play community driven space MMO where players can choose their own path from countless different options. Experience space exploration, immense PvP and PvE battles, mining, industry and a thriving player economy in an ever-expanding sandbox.",https://store.steampowered.com/app/8500/EVE_Online/,EVE Online
350,"The next generation of EVGA Precision has arrived with EVGA Precision X1. This software allows you to fine tune your NVIDIA graphics card, maximizing cooling and performance.",https://store.steampowered.com/app/268850/EVGA_Precision_X1/,EVGA Precision X1
351,"Eador is a universe made of countless shards of land drifting in the Great Nothing. Each of the shards is a little world unto itself, with geography and denizens of its own. The power over the shards is bitterly contested by Masters, the immortal beings mortals believe to be gods.",https://store.steampowered.com/app/232050/Eador_Masters_of_the_Broken_World/,Eador. Masters of the Broken World
352,"Echo of Starsong is a visual novel style adventure game. Eda, a girl who can hear mysterious sound waves known as starsong, crosses paths with a young man in search of their source. Together, they venture out to the heart of space to unravel an ancient myth.",https://store.steampowered.com/app/1504500/OPUS_Echo_of_Starsong/,Echo of Soul
353,"One of the most beloved real-time strategy games returns to glory with Age of Empires IV, putting you at the center of epic historical battles that shaped the world.",https://store.steampowered.com/app/1466860/Age_of_Empires_IV/,Edge of Space
354,Eldevin is the award winning indie story-driven Free to Play MMORPG (Massively Multiplayer Online Role Playing Game) from Hunted Cow Studios. Join thousands of other players and explore the mystical lands of Eldevin.,https://store.steampowered.com/app/298160/Eldevin/,Eldevin
355,"Eldritch is the original imsim roguelike: a first-person action game inspired by roguelikes, immersive sims, and H. P. Lovecraft.",https://store.steampowered.com/app/252630/Eldritch_Reanimated/,Eldritch
356,"Electronic Super Joy is a brutally hard platformer set in a world of pulse-pounding electronic music. Run, jump, smash & fly your way through 45+ weird & different levels, with low-gravity, world rotation, giant monsters & swarming missiles.",https://store.steampowered.com/app/244870/Electronic_Super_Joy/,Electronic Super Joy
357,Take control of your own starship in a cutthroat galaxy. Elite Dangerous is the definitive massively multiplayer space epic.,https://store.steampowered.com/app/359320/Elite_Dangerous/,Elite Dangerous
358,"Elsword is a free-to-play, online action RPG that uses classic side-scrolling game mechanics in an immersive manga inspired world.",https://store.steampowered.com/app/237310/Elsword/,Elsword
359,Emily is Away is an interactive story. Create a screenname and choose your path through the branching narrative.,https://store.steampowered.com/app/417860/Emily_is_Away/,Emily is Away
360,"Experience incredibly atmospheric and intense medieval combat action! Go ahead and enter a new world, the award-winning world of ENCLAVE!The people of Light and Darkness are divided by a bottomless rift that split the earth many millennia ago.",https://store.steampowered.com/app/253980/Enclave/,Enclave
361,"Endless Sky is a 2D space trading and combat game inspired by the classic Escape Velocity series. Work your way up from a relatively wimpy shuttle, cargo ship, or fighter, to a highly upgraded and customized flagship or to a massive fleet of warships or freighters.",https://store.steampowered.com/app/404410/Endless_Sky/,Endless Sky
362,"ENEMY FRONT is the first truly modern WW2 FPS, featuring stunning visuals, open-ended levels and a richly interactive combat experience that breaks out of the standard model of highly linear scripted FPS experiences, giving the player full freedom to own their playing style.",https://store.steampowered.com/app/256190/Enemy_Front/,Enemy Front
363,"A new breed of Police Simulator, Enforcer demands you show exceptional bravery in the line of duty while under pressure and enemy gunfire.",https://store.steampowered.com/app/318220/Enforcer_Police_Crime_Action/,Enforcer: Police Crime Action
